model,rating,n_ratings,ram_gb,storage_gb,b_camera_mp,f_camera_mp,battery_mah,price_inr
"vivo V21e (Sunset Jazz, 128 GB)",4.3,8006,8,128,64.0,32.0,4000,24990
"vivo V21e (Dark Pearl, 128 GB)",4.3,8006,8,128,64.0,32.0,4000,23999
"vivo X60 Pro+ (Emperor Blue, 256 GB)",4.5,357,12,256,50.0,32.0,4200,64990
"vivo U10 (Electric Blue, 64 GB)",4.4,5623,4,64,13.0,8.0,5000,13990
"vivo Y51A (Crystal Symphony, 128 GB)",4.3,10554,8,128,48.0,16.0,5000,17990
"vivo Y51A (Titanium Sapphire, 128 GB)",4.3,10554,8,128,48.0,16.0,5000,18490
"vivo Y51A (Titanium Sapphire, 128 GB)",4.3,3241,6,128,48.0,16.0,5000,16990
"Nothing Phone (1) (White, 256 GB)",4.4,69103,8,256,50.0,16.0,4500,32499
"Nothing Phone (1) (Black, 256 GB)",4.4,69103,8,256,50.0,16.0,4500,31999
"Nothing Phone (1) (Black, 128 GB)",4.4,69103,8,128,50.0,16.0,4500,29999
"Nothing Phone (1) (White, 256 GB)",4.3,7163,12,256,50.0,16.0,4500,35999
"Nothing Phone (1) (Black, 256 GB)",4.3,7163,12,256,50.0,16.0,4500,35999
"Mi 10T (Cosmic Black, 128 GB)",4.2,4034,6,128,64.0,20.0,5000,23990
"Mi 11 Lite (Vinyl Black, 128 GB)",4.2,6098,8,128,64.0,16.0,4250,18999
"Mi 11 Lite (Jazz Blue, 128 GB)",4.2,6098,8,128,64.0,16.0,4250,18999
"Xiaomi 11i Hypercharge 5G (Stealth Black, 128 GB)",4.2,12062,6,128,108.0,16.0,4500,23999
"Redmi Note 6 Pro (Black, 64 GB)",4.5,626254,4,64,12.0,20.0,4000,15999
"Redmi Note 6 Pro (Red, 64 GB)",4.5,626254,4,64,12.0,20.0,4000,15999
"Redmi Go (Black, 8 GB)",4.3,167942,1,8,8.0,5.0,3000,5999
"Redmi Note 6 Pro (Rose Gold, 64 GB)",4.5,127672,6,64,12.0,20.0,4000,17999
"Redmi Note 6 Pro (Red, 64 GB)",4.5,127672,6,64,12.0,20.0,4000,17999
"Redmi Go (Blue, 16 GB)",4.3,167942,1,16,8.0,5.0,3000,5999
"Mi 11 Lite (Vinyl Black, 128 GB)",4.2,13149,6,128,64.0,16.0,4250,18985
"Mi 10T (Lunar Silver, 128 GB)",4.1,3657,8,128,64.0,20.0,5000,24996
"Mi 11X (Cosmic Black, 128 GB)",4.2,2930,6,128,48.0,20.0,4520,22990
"Mi A3 (Not just Blue, 128 GB)",4.2,15294,6,128,48.0,32.0,4030,16599
"Mi 11X Pro 5G (Celestial Silver, 128 GB)",3.9,504,8,128,108.0,20.0,4520,34999
"Mi 10T (Cosmic Black, 128 GB)",4.1,3657,8,128,64.0,20.0,5000,37999
"Xiaomi 11i 5G (Purple Mist, 128 GB)",4.2,21766,8,128,108.0,16.0,5160,26999
"Xiaomi 11Lite NE (Diamond Dazzle, 128 GB)",4.2,3576,6,128,64.0,20.0,4250,24990
"Mi 11X Pro 5G (Lunar White, 128 GB)",3.9,504,8,128,108.0,20.0,4520,28799
"Redmi Go (Black, 16 GB)",4.3,167942,1,16,8.0,5.0,3000,5999
"Mi 11X (Celestial Silver, 128 GB)",4.2,2433,8,128,48.0,20.0,4520,32990
"Mi 11X (Cosmic Black, 128 GB)",4.2,2433,8,128,48.0,20.0,4520,34499
"Mi 11X (Lunar White, 128 GB)",4.2,2433,8,128,48.0,20.0,4520,25990
"Mi 11X (Lunar White, 128 GB)",4.2,2930,6,128,48.0,20.0,4520,24999
"Redmi Note 7S (Sapphire Blue, 64 GB)",4.4,422922,4,64,48.0,13.0,4000,13999
"Mi 10T Pro (Cosmic Black, 128 GB)",4.2,3688,8,128,108.0,20.0,5000,38849
"Redmi Y2 (Dark Grey, 64 GB)",4.4,27509,4,64,12.0,16.0,3080,13600
"Redmi 8A (Sunset Red, 32 GB)",4.4,161893,2,32,12.0,8.0,5000,7999
"Xiaomi 11Lite NE (Jazz Blue, 128 GB)",4.2,1777,8,128,64.0,20.0,4250,26999
"Redmi 9A (Nature Green, 32 GB)",4.3,14942,3,32,13.0,5.0,5000,9399
"Redmi 8A Dual (Midnight Grey, 32 GB)",4.2,18404,3,32,13.0,8.0,5000,8999
"Redmi 7A (Matte Blue, 32 GB)",4.3,389715,2,32,12.0,5.0,4000,6999
"Redmi Go (Blue, 8 GB)",4.3,167942,1,8,8.0,5.0,3000,5999
"Redmi 4A (Gold, 32 GB)",4.4,210232,3,32,13.0,5.0,3120,6999
"Redmi K20 (Carbon Black, 64 GB)",4.5,51408,6,64,48.0,20.0,4000,22999
"Redmi 6 (Gold, 32 GB)",4.4,560071,3,32,12.0,5.0,3000,8999
"Redmi Note 7 (Ruby Red, 32 GB)",4.4,132463,3,32,12.0,13.0,4000,12999
"Redmi K20 (Flame Red, 64 GB)",4.5,51408,6,64,48.0,20.0,4000,22999
"Mi A3 (Not just Blue, 64 GB)",4.3,38829,4,64,48.0,32.0,4030,14999
"Redmi 6A (Rose Gold, 16 GB)",4.3,57356,2,16,13.0,5.0,3000,6485
"Mi 11 Lite (Tuscany Coral, 128 GB)",4.2,13149,6,128,64.0,16.0,4250,21999
"Mi 11 Lite (Tuscany Coral, 128 GB)",4.2,6098,8,128,64.0,16.0,4250,18999
"Xiaomi 11i 5G (Pacific Pearl, 128 GB)",4.2,38416,6,128,108.0,16.0,5160,24999
"10A (Black, 64 GB)",4.8,6,4,64,13.0,5.0,5000,9999
"Redmi 7 (Comet Blue, 32 GB)",4.4,6775,3,32,12.0,8.0,4000,8999
"Redmi 7 (Eclipse Black, 32 GB)",4.4,6775,3,32,12.0,8.0,4000,8799
"Xiaomi 11Lite NE (Jazz Blue, 128 GB)",4.2,3576,6,128,64.0,20.0,4250,21499
"Xiaomi 11Lite NE (Tuscany Coral, 128 GB)",4.2,3576,6,128,64.0,20.0,4250,22500
"Redmi 6A (Blue, 16 GB)",4.3,57356,2,16,13.0,5.0,3000,6495
"Xiaomi 11Lite NE (Tuscany Coral, 128 GB)",4.2,1777,8,128,64.0,20.0,4250,22800
"Xiaomi 11i 5G (Stealth Black, 128 GB)",4.2,38416,6,128,108.0,16.0,5160,24999
"Redmi 1S (Metal Gray, 8 GB)",4.3,84727,1,8,8.0,1.6,2000,5999
"Redmi Note 4 (Dark Grey, 32 GB)",4.4,642389,3,32,13.0,5.0,4100,10649
"Xiaomi 11Lite NE (Vinyl Black, 128 GB)",4.2,1777,8,128,64.0,20.0,4250,22990
"Redmi Note 7S (Sapphire Blue, 32 GB)",4.4,305360,3,32,48.0,13.0,4000,11999
"Redmi K20 (Pearl White, 64 GB)",4.5,51408,6,64,48.0,20.0,4000,22999
"Redmi 9A (Midnight Black, 32 GB)",4.3,14942,3,32,13.0,5.0,5000,7079
"Redmi 8A (Midnight Black, 32 GB)",4.4,140849,3,32,12.0,8.0,5000,8999
"Redmi 3S (Silver, 16 GB)",4.3,211167,2,16,13.0,5.0,4100,6999
"Redmi 3S (Gold, 16 GB)",4.3,211167,2,16,13.0,5.0,4100,6999
"Mi Max (Gold, 32 GB)",4.3,18759,3,32,16.0,5.0,4850,14999
"Redmi 9A (Sea Blue, 32 GB)",4.3,14942,3,32,13.0,5.0,5000,7290
"Mi 5 (Gold, 32 GB)",4.3,19285,3,32,16.0,4.0,3000,24999
"Mi Max (Silver, 32 GB)",4.3,18759,3,32,16.0,5.0,4850,14999
"Redmi 3S (Dark Grey, 16 GB)",4.3,211167,2,16,13.0,5.0,4100,6999
"Mi Max (Dark Grey, 32 GB)",4.3,18759,3,32,16.0,5.0,4850,14999
"Mi 5 (White, 32 GB)",4.3,19285,3,32,16.0,4.0,3000,24999
"Mi Max (Gold, 32 GB)",4.3,18759,3,32,16.0,5.0,4850,14999
"Mi 4i (Blue, 16 GB)",4.2,80951,2,16,13.0,5.0,3030,12999
"Xiaomi 11i 5G (Purple Mist, 128 GB)",4.2,38416,6,128,108.0,16.0,5160,24999
"Redmi K20 Pro (Pearl White, 256 GB)",4.5,15363,8,256,48.0,20.0,4000,31999
"Mi Max (Silver, 32 GB)",4.3,18759,3,32,16.0,5.0,4850,14999
"Xiaomi 11i Hypercharge 5G (Purple Mist, 128 GB)",4.2,6800,8,128,108.0,16.0,4500,28999
"Mi 5 (Gold, 32 GB)",4.3,19285,3,32,16.0,4.0,3000,24999
"Redmi 8A (Sunset Red, 32 GB)",4.4,140849,3,32,12.0,8.0,5000,7990
"Redmi 8A Dual (Sky White, 64 GB)",4.2,18404,3,64,13.0,8.0,5000,9999
"Mi 5 (Black, 32 GB)",4.3,19285,3,32,16.0,4.0,3000,24999
"Redmi Y2 (Blue, 64 GB)",4.4,27509,4,64,12.0,16.0,3080,10999
"Redmi Note 5 (Blue, 64 GB)",4.4,358472,4,64,12.0,5.0,4000,11999
"Redmi K20 Pro (Carbon Black, 256 GB)",4.5,15363,8,256,48.0,20.0,4000,31999
"Mi 4i (Grey, 32 GB)",4.2,80951,2,32,13.0,5.0,3120,14999
"Mi A2 (Red, 64 GB)",4.2,34860,4,64,20.0,20.0,3010,17499
"Mi 10i (Midnight Black, 64 GB)",4.3,3019,6,64,108.0,16.0,4820,23999
"Mi A2 (Rose Gold, 64 GB)",4.2,34860,4,64,20.0,20.0,3010,17499
"Mi 4i (Yellow, 16 GB)",4.2,80951,2,16,13.0,5.0,3030,12999
"Redmi Y2 (Rose Gold, 64 GB)",4.4,27509,4,64,12.0,16.0,3080,13499
"Redmi 4A (Dark Grey, 32 GB)",4.4,210232,3,32,13.0,5.0,3120,6999
"Redmi 7A (Matte Black, 16 GB)",4.3,389715,2,16,12.0,5.0,4000,6499
"Mi A3 (More Than White, 128 GB)",4.2,15294,6,128,48.0,32.0,4030,17499
"Redmi 6 (Gold, 64 GB)",4.4,560071,3,64,12.0,5.0,3000,10499
"Redmi 7A (Matte Gold, 16 GB)",4.3,389715,2,16,12.0,5.0,4000,6499
"Redmi 7A (Matte Gold, 32 GB)",4.3,389715,2,32,12.0,5.0,4000,6999
"Redmi 7A (Matte Black, 32 GB)",4.3,389715,2,32,12.0,5.0,4000,6999
"Redmi K20 Pro (Flame Red, 256 GB)",4.5,15363,8,256,48.0,20.0,4000,31999
"Redmi Note 7S (Onyx Black, 64 GB)",4.4,422922,4,64,48.0,13.0,4000,13999
"Mi 11 Lite (Jazz Blue, 128 GB)",4.2,13149,6,128,64.0,16.0,4250,21999
"Redmi Note 6 Pro (Black, 64 GB)",4.5,127672,6,64,12.0,20.0,4000,17999
"Redmi 3S Prime (Gold, 32 GB)",4.3,475922,3,32,13.0,5.0,4100,8999
"Redmi 6 (Blue, 64 GB)",4.4,560071,3,64,12.0,5.0,3000,10499
"Redmi K20 (Glacier Blue, 128 GB)",4.5,51408,6,128,48.0,20.0,4000,24999
"Redmi 6 (Black, 32 GB)",4.4,560071,3,32,12.0,5.0,3000,8999
"Redmi K20 (Pearl White, 128 GB)",4.5,51408,6,128,48.0,20.0,4000,24999
"Redmi Note 7S (Moonlight White, 64 GB)",4.4,422922,4,64,48.0,13.0,4000,13999
"Redmi 8A Dual (Sky White, 32 GB)",4.2,18404,3,32,13.0,8.0,5000,8999
"Redmi Note 7S (Onyx Black, 32 GB)",4.4,305350,3,32,48.0,13.0,4000,11999
"Redmi K20 (Glacier Blue, 64 GB)",4.5,51408,6,64,48.0,20.0,4000,22999
"Redmi Note 7S (Onyx Black, 32 GB)",4.4,305360,3,32,48.0,13.0,4000,11999
"Redmi 8A Dual (Sky White, 32 GB)",4.2,18404,3,32,13.0,8.0,5000,8999
"Redmi 8A Dual (Midnight Grey, 64 GB)",4.2,18404,3,64,13.0,8.0,5000,9999
"Redmi 6 (Black, 64 GB)",4.4,560071,3,64,12.0,5.0,3000,10499
"Redmi 6 (Rose Gold, 32 GB)",4.4,560071,3,32,12.0,5.0,3000,8999
"Redmi K20 (Glacier Blue, 64 GB)",4.5,51408,6,64,48.0,20.0,4000,22999
"Redmi 6A (Black, 16 GB)",4.3,57356,2,16,13.0,5.0,3000,6500
"Redmi Note 7S (Moonlight White, 64 GB)",4.4,422922,4,64,48.0,13.0,4000,13999
"Xiaomi 11i 5G (Camo Green, 128 GB)",4.2,38416,6,128,108.0,16.0,5160,24999
"Mi A2 (Gold, 64 GB)",4.2,34860,4,64,20.0,20.0,3010,17499
"Redmi Note 5 (Black, 32 GB)",4.4,354850,3,32,12.0,5.0,4000,10999
"Redmi Note 4 (Gold, 64 GB)",4.4,1342530,4,64,13.0,5.0,4100,12749
"Mi Mix 2 (Black, 128 GB)",4.3,6041,6,128,12.0,5.0,3400,37999
"Redmi 8A (Ocean Blue, 32 GB)",4.4,161893,2,32,12.0,8.0,5000,7999
"Mi 11X Pro 5G (Cosmic Black, 128 GB)",3.9,504,8,128,108.0,20.0,4520,28699
"Redmi K20 (Flame Red, 128 GB)",4.5,51408,6,128,48.0,20.0,4000,24999
"Mi 10 (Coral Green, 256 GB)",4.1,337,8,256,108.0,20.0,4780,39990
"Redmi 8A (Midnight Black, 32 GB)",4.4,161893,2,32,12.0,8.0,5000,7999
"Xiaomi 11i 5G (Stealth Black, 128 GB)",4.2,21766,8,128,108.0,16.0,5160,26999
"Xiaomi 11i Hypercharge 5G (Purple Mist, 128 GB)",4.2,12062,6,128,108.0,16.0,4500,23999
"Redmi Note 6 Pro (Blue, 64 GB)",4.5,626254,4,64,12.0,20.0,4000,15999
"Mi A2 (Black, 64 GB)",4.2,34860,4,64,20.0,20.0,3010,17499
"Xiaomi 11Lite NE (Vinyl Black, 128 GB)",4.2,3576,6,128,64.0,20.0,4250,24999
"Redmi Note 5 (Rose Gold, 32 GB)",4.4,354850,3,32,12.0,5.0,4000,10999
"Redmi Note 5 Pro (Gold, 64 GB)",4.5,260015,6,64,12.0,20.0,4000,16999
"Redmi K20 Pro (Glacier Blue, 256 GB)",4.5,15363,8,256,48.0,20.0,4000,31999
"Redmi 6 (Rose Gold, 64 GB)",4.4,560071,3,64,12.0,5.0,3000,10499
"Mi A1 (Black, 64 GB)",4.4,471103,4,64,12.0,5.0,3080,14599
"Mi Max 2 (Black, 64 GB)",4.4,44298,4,64,12.0,5.0,5300,14999
"Redmi Note 5 (Black, 64 GB)",4.4,358472,4,64,12.0,5.0,4000,11999
"Redmi Note 5 (Gold, 64 GB)",4.4,358472,4,64,12.0,5.0,4000,11999
"Redmi Note 5 (Rose Gold, 64 GB)",4.4,358472,4,64,12.0,5.0,4000,11999
"Redmi Y2 (Rose Gold, 64 GB)",4.4,27509,4,64,12.0,16.0,3080,13499
"Mi 4i (Yellow, 16 GB)",4.2,80951,2,16,13.0,5.0,3030,12999
"Redmi Note 7 Pro (MOONLIGHT WHITE, 64 GB)",4.5,320996,6,64,48.0,13.0,4000,12500
"Mi 10i (Atlantic Blue, 64 GB)",4.3,3019,6,64,108.0,16.0,4820,23999
"Redmi 8 (Sapphire Blue, 64 GB)",4.4,945051,4,64,12.0,8.0,5000,10749
"Redmi Note 5 Pro (Rose Gold, 64 GB)",4.5,260015,6,64,12.0,20.0,4000,16999
"Nokia C01 Plus (Grey, 32 GB)",3.8,5118,2,32,5.0,2.0,3000,7999
"Nokia C01 Plus (Blue, 32 GB)",3.8,5118,2,32,5.0,2.0,3000,6299
"Nokia G21 (Nordic Blue, 128 GB)",4.0,868,6,128,50.0,8.0,5050,16999
"Nokia G21 (Dusk, 128 GB)",4.0,868,6,128,50.0,8.0,5050,16999
"Nokia 6.1 Plus (Blue, 64 GB)",4.3,212706,4,64,16.0,16.0,3060,17600
"Nokia C01 Plus (Grey, 16 GB)",3.8,5118,2,16,5.0,2.0,3000,6190
"Nokia 2.4 (Dusk Purple, 64 GB)",4.1,1196,3,64,13.0,5.0,4500,11499
"Nokia 2.4 (Charcoal Grey, 64 GB)",4.1,1196,3,64,13.0,5.0,4500,11499
"Nokia G11 Plus (Blue, 64 GB)",3.7,140,4,64,50.0,8.0,5000,13999
"Nokia G21 (Dusk, 64 GB)",4.1,277,4,64,50.0,8.0,5050,14499
"Nokia C01 Plus (Blue, 16 GB)",3.8,5118,2,16,5.0,2.0,3000,6299
"Nokia C20 Plus Smartphone (Ocean Blue, 32 GB)",3.8,171,3,32,8.0,5.0,4950,9999
"Nokia 2.4 (Fjord Blue, 64 GB)",4.1,1196,3,64,13.0,5.0,4500,11280
"Nokia 5.4 (Polar Night, 64 GB)",3.9,3775,4,64,48.0,16.0,4000,16799
"Nokia 3.4 (Dusk Purple, 64 GB)",4.0,585,4,64,13.0,8.0,4000,13999
"Nokia C 30 (Green, 64 GB)",3.7,228,4,64,13.0,5.0,6000,10799
"Nokia 3.4 (Charcoal GREY, 64 GB)",4.0,585,4,64,13.0,8.0,4000,13999
"Nokia G21 (Nordic Blue, 64 GB)",4.1,277,4,64,50.0,8.0,5050,14499
"Nokia 1 (Dark Blue, 8 GB)",3.9,13820,1,8,5.0,2.0,2150,3939
"Nokia 2.2 (Steel, 16 GB)",4.0,3190,2,16,13.0,5.0,3000,8599
"Nokia G10 (Night | Dark Blue, 64 GB)",4.0,202,4,64,13.0,8.0,5050,11499
"Nokia C21 Plus (Dark Cyan, 64 GB)",3.7,136,4,64,13.0,5.0,5050,10790
"Nokia C21 Plus (Dark Cyan, 32 GB)",3.7,23,3,32,13.0,5.0,5050,10299
"Nokia G10 (Dusk | Purple, 64 GB)",4.0,202,4,64,13.0,8.0,5050,9290
"Nokia G11 Plus (Blue, 64 GB)",3.7,140,4,64,50.0,8.0,5000,13999
"Nokia C 30 (White, 64 GB)",3.7,228,4,64,13.0,5.0,6000,11999
"Nokia G11 Plus (Grey, 64 GB)",3.7,140,4,64,50.0,8.0,5000,13999
"Nokia 3.4 (Fjord BLUE, 64 GB)",4.0,585,4,64,13.0,8.0,4000,13999
"Nokia 5.1 Plus (Black, 32 GB)",4.3,176611,3,32,13.0,8.0,3060,13199
"Nokia C21 Plus (Warm Grey, 64 GB)",3.7,136,4,64,13.0,5.0,5050,12999
"Nokia C21 Plus (Warm Grey, 32 GB)",3.7,23,3,32,13.0,5.0,5050,10299
"Nokia C 30 (Green, 32 GB)",3.9,71,3,32,13.0,5.0,6000,8489
"Nokia 2.2 (Black, 16 GB)",4.0,3190,2,16,13.0,5.0,3000,8599
"MOTOROLA G32 (Mineral Gray, 128 GB)",4.1,18985,8,128,50.0,16.0,5000,11999
"MOTOROLA e32 (Arctic Blue, 64 GB)",3.9,4645,4,64,50.0,8.0,5000,7999
"MOTOROLA e13 (Cosmic Black, 64 GB)",4.0,25325,4,64,13.0,5.0,5000,7499
"MOTOROLA G32 (Satin Silver, 128 GB)",4.1,18985,8,128,50.0,16.0,5000,11999
"MOTOROLA g13 (Matte Charcoal, 128 GB)",3.9,20903,4,128,50.0,8.0,5000,9999
"MOTOROLA G62 5G (Frosted Blue, 128 GB)",4.1,31993,6,128,50.0,16.0,5000,15499
"MOTOROLA g13 (Lavender Blue, 128 GB)",3.9,20903,4,128,50.0,8.0,5000,9999
"MOTOROLA e13 (Aurora Green, 64 GB)",4.0,25325,4,64,13.0,5.0,5000,7499
"MOTOROLA e32 (Eco Black, 64 GB)",3.9,4645,4,64,50.0,8.0,5000,7999
"MOTOROLA e13 (Creamy White, 64 GB)",4.0,25325,4,64,13.0,5.0,5000,7499
"MOTOROLA G62 5G (Midnight Gray, 128 GB)",4.1,31993,6,128,50.0,16.0,5000,15499
"MOTOROLA g73 5G (Midnight Blue, 128 GB)",3.9,12722,8,128,50.0,16.0,5000,16999
"MOTOROLA G62 5G (Midnight Gray, 128 GB)",4.1,14896,8,128,50.0,16.0,5000,16499
"MOTOROLA G62 5G (Frosted Blue, 128 GB)",4.1,14896,8,128,50.0,16.0,5000,16499
"MOTOROLA g73 5G (Lucent White, 128 GB)",3.9,12722,8,128,50.0,16.0,5000,16999
"MOTOROLA Edge 40 (Eclipse Black, 256 GB)",4.3,1421,8,256,50.0,32.0,4400,29999
"MOTOROLA e40 (Carbon Gray, 64 GB)",4.2,82711,4,64,48.0,8.0,5000,8999
"MOTOROLA g82 5G (Meterorite Grey, 128 GB)",4.1,6293,8,128,50.0,16.0,5000,21499
"MOTOROLA g31 (Baby Blue, 128 GB)",4.1,17253,6,128,50.0,13.0,5000,12999
"MOTOROLA g82 5G (White Lily, 128 GB)",4.1,6293,8,128,50.0,16.0,5000,21499
"MOTOROLA e22s (Eco Black, 64 GB)",3.9,275,4,64,16.0,8.0,5000,8315
"MOTOROLA e13 (Cosmic Black, 64 GB)",4.0,3091,2,64,13.0,5.0,5000,6999
"MOTOROLA g72 (Meteorite Grey, 128 GB)",4.1,16478,6,128,108.0,16.0,5000,16999
"MOTOROLA g72 (Polar Blue, 128 GB)",4.1,16478,6,128,108.0,16.0,5000,16999
"MOTOROLA g52 (Metallic White, 128 GB)",4.2,39803,6,128,50.0,16.0,5000,13999
"MOTOROLA g42 (Metallic Rose, 64 GB)",4.2,7176,4,64,50.0,16.0,5000,13999
"MOTOROLA e13 (Aurora Green, 64 GB)",4.0,3091,2,64,13.0,5.0,5000,6999
"MOTOROLA Edge 40 (Lunar Blue, 256 GB)",4.3,1421,8,256,50.0,32.0,4400,29999
"MOTOROLA G32 (Mineral Gray, 64 GB)",4.2,40241,4,64,50.0,16.0,5000,10999
"MOTOROLA g42 (Atlantic Green, 64 GB)",4.2,7176,4,64,50.0,16.0,5000,11299
"MOTOROLA Edge 30 Fusion (Cosmic grey, 128 GB)",4.3,3550,8,128,50.0,32.0,4400,39999
"MOTOROLA e13 (Creamy White, 64 GB)",4.0,3091,2,64,13.0,5.0,5000,6999
"MOTOROLA g13 (Matte Charcoal, 64 GB)",3.9,20903,4,64,50.0,8.0,5000,9499
"MOTOROLA Edge 30 (Meteor Grey, 128 GB)",4.1,6102,8,128,50.0,32.0,4020,25999
"MOTOROLA g42 (Atlantic Green, 64 GB)",4.2,7176,4,64,50.0,16.0,5000,13999
"MOTOROLA Edge 30 (Aurora Green, 128 GB)",4.1,6102,8,128,50.0,32.0,4020,25999
"MOTOROLA Edge 40 (Nebula Green, 256 GB)",4.3,1421,8,256,50.0,32.0,4400,29999
"MOTOROLA Edge 30 Fusion (Solar Gold, 128 GB)",4.3,3550,8,128,50.0,32.0,4400,39999
"MOTOROLA g22 (Cosmic Black, 64 GB)",3.8,33725,4,64,50.0,16.0,5000,10999
"MOTOROLA Edge 30 Ultra (Interstellar Black, 256 GB)",4.2,559,12,256,200.0,60.0,4610,49999
"MOTOROLA G60 (Dynamic Gray, 128 GB)",4.2,136250,6,128,108.0,32.0,6000,14999
"MOTOROLA Edge 30 Ultra (Starlight White, 256 GB)",4.2,559,12,256,200.0,60.0,4610,49999
"MOTOROLA g31 (Meteorite Grey, 64 GB)",4.2,40132,4,64,50.0,13.0,5000,11999
"MOTOROLA G32 (Satin Silver, 64 GB)",4.2,40241,4,64,50.0,16.0,5000,10999
"MOTOROLA e22s (Arctic Blue, 64 GB)",3.9,275,4,64,16.0,8.0,5000,9999
"Moto G71 5G (Arctic Blue, 128 GB)",4.2,23711,6,128,50.0,16.0,5000,17997
"MOTOROLA edge 30 (Meteor Grey, 128 GB)",4.1,11025,6,128,50.0,32.0,4020,24999
"MOTOROLA Edge 30 Ultra (Interstellar Black, 128 GB)",4.3,1379,8,128,200.0,60.0,4610,44999
"MOTOROLA G51 5G (Indigo Blue, 64 GB)",4.1,17931,4,64,50.0,13.0,5000,14999
"MOTOROLA g22 (Iceberg Blue, 64 GB)",3.8,33725,4,64,50.0,16.0,5000,11099
"MOTOROLA g31 (Baby Blue, 64 GB)",4.2,40132,4,64,50.0,13.0,5000,11999
"MOTOROLA Edge 30 Fusion (Viva Magenta, 128 GB)",4.3,3550,8,128,50.0,32.0,4400,39999
"Moto C Plus (Fine Gold, 16 GB)",4.2,365783,2,16,8.0,2.0,4000,6999
"Moto C Plus (Starry Black, 16 GB)",4.2,365783,2,16,8.0,2.0,4000,6999
"MOTOROLA G60 (Moonless, 128 GB)",4.2,136250,6,128,108.0,32.0,6000,15999
"MOTOROLA g22 (Mint Green, 64 GB)",3.8,33725,4,64,50.0,16.0,5000,11099
"MOTOROLA Edge 30 Ultra (Starlight White, 128 GB)",4.3,1379,8,128,200.0,60.0,4610,44999
"MOTOROLA G40 Fusion (Dynamic Gray, 128 GB)",4.2,57540,6,128,64.0,16.0,6000,12999
"MOTOROLA edge 30 (Aurora Green, 128 GB)",4.1,11025,6,128,50.0,32.0,4020,24999
"MOTOROLA G40 Fusion (Frosted Champagne, 128 GB)",4.2,57540,6,128,64.0,16.0,6000,19999
"Moto G8 Plus (Cosmic Blue, 64 GB)",4.3,11315,4,64,48.0,25.0,4000,15999
"MOTOROLA Edge 20 5G (Frosted Onyx, 128 GB)",4.1,9496,8,128,108.0,32.0,4000,34999
"MOTOROLA Edge 30 Pro (Stardust White, 128 GB)",4.0,1986,8,128,50.0,60.0,4800,34999
"MOTOROLA g52 (Charcoal Grey, 64 GB)",4.2,16775,4,64,50.0,16.0,5000,11249
"MOTOROLA g52 (Charcoal Grey, 128 GB)",4.2,39803,6,128,50.0,16.0,5000,13999
"MOTOROLA g82 5G(White Lily, 128 GB)",4.2,8683,6,128,50.0,16.0,5000,19999
"MOTOROLA e40 (Pink Clay, 64 GB)",4.2,82711,4,64,48.0,8.0,5000,8999
"MOTOROLA G51 5G (Bright Silver, 64 GB)",4.1,17931,4,64,50.0,13.0,5000,14999
"MOTOROLA Edge 20 Fusion 5G (Electric Graphite, 128 GB)",4.0,20231,6,128,108.0,32.0,5000,18999
"Moto G71 5G (Neptune Green, 128 GB)",4.2,23711,6,128,50.0,16.0,5000,16999
"Moto C Plus (Pearl White, 16 GB)",4.2,365783,2,16,8.0,2.0,4000,6999
"MOTOROLA E7 Power (Tahiti Blue, 32 GB)",4.1,10429,2,32,13.0,5.0,5000,6999
"MOTOROLA Edge 20 Pro 5G (Midnight Sky, 128 GB)",4.0,4077,8,128,108.0,32.0,4500,29999
"MOTOROLA Edge 20 Fusion 5G (Electric Graphite, 128 GB)",4.1,12081,8,128,108.0,32.0,5000,20999
"MOTOROLA G40 Fusion (Dynamic Gray, 64 GB)",4.2,33301,4,64,64.0,16.0,6000,10999
"MOTOROLA g82 5G (Meterorite Grey, 128 GB)",4.2,8683,6,128,50.0,16.0,5000,19999
"MOTOROLA Edge 20 Fusion 5G (Cyber Teal, 128 GB)",4.1,12081,8,128,108.0,32.0,5000,20999
"MOTOROLA Edge 20 Fusion 5G (Cyber Teal, 128 GB)",4.0,20231,6,128,108.0,32.0,5000,18999
"Moto E6s (Polished Graphite, 64 GB)",4.1,79189,4,64,13.0,8.0,3000,7499
"Moto G 5G (Frosted Silver, 128 GB)",4.2,14883,6,128,48.0,16.0,5000,24999
"MOTOROLA G60 (Frosted Champagne, 128 GB)",4.2,136250,6,128,108.0,32.0,6000,14999
"MOTOROLA G10 Power (Breeze Blue, 64 GB)",4.2,61705,4,64,48.0,8.0,6000,9999
"MOTOROLA G10 Power (Aurora Grey, 64 GB)",4.2,61705,4,64,48.0,8.0,6000,9999
"MOTOROLA e32s (Misty Silver, 64 GB)",3.9,1603,4,64,16.0,8.0,5000,9999
"MOTOROLA g52 (Metallic White, 64 GB)",4.2,16775,4,64,50.0,16.0,5000,11249
"OnePlus Nord (Blue Marble, 256 GB)",0.0,0,12,256,48.0,32.0,4115,26990
"OnePlus Nord (Gray Onyx, 256 GB)",0.0,0,12,256,48.0,32.0,4115,26990
"OnePlus Nord (Blue Marble, 128 GB)",0.0,0,8,128,48.0,32.0,4115,24990
"OnePlus Nord (Gray Onyx, 128 GB)",0.0,0,8,128,48.0,32.0,4115,24990
"OnePlus Nord (Gray Onyx, 64 GB)",0.0,0,6,64,48.0,32.0,4115,22990
